วันที่,จังหวัด,ค่าเฉลี่ย PM2.5,ภูมิภาค
14/05/2025,อ่างทอง,12.8,ภาคกลาง
14/05/2025,เชียงราย,12.2,ภาคเหนือ
14/05/2025,เชียงใหม่,9.825,ภาคเหนือ
14/05/2025,เพชรบุรี,7.5,ภาคตะวันตก
14/05/2025,เพชรบูรณ์,10.5,ภาคกลาง
14/05/2025,เลย,12.8,ภาคตะวันออกเฉียงเหนือ
14/05/2025,แพร่,15.6,ภาคเหนือ
14/05/2025,แม่ฮ่องสอน,8.4,ภาคเหนือ
15/05/2025,กรุงเทพฯ,14.325,ภาคกลาง
15/05/2025,กาญจนบุรี,24.1,ภาคตะวันตก
15/05/2025,กาฬสินธุ์,19.2,ภาคตะวันออกเฉียงเหนือ
15/05/2025,กำแพงเพชร,5.9,ภาคกลาง
15/05/2025,ขอนแก่น,17.7,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ชุมพร,5.8,ภาคใต้
15/05/2025,บึงกาฬ,11.6,ภาคตะวันออกเฉียงเหนือ
15/05/2025,สงขลา,17.0,ภาคใต้
15/05/2025,สุรินทร์,5.6,ภาคตะวันออกเฉียงเหนือ
15/05/2025,อำนาจเจริญ,15.9,ภาคตะวันออกเฉียงเหนือ
15/05/2025,เชียงใหม่,20.65,ภาคเหนือ
15/05/2025,จันทบุรี,8.1,ภาคตะวันออก
15/05/2025,ฉะเชิงเทรา,10.4,ภาคตะวันออก
15/05/2025,ชลบุรี,14.03333333,ภาคตะวันออก
15/05/2025,ชัยนาท,10.0,ภาคกลาง
15/05/2025,ชัยภูมิ,8.1,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ตรัง,8.8,ภาคใต้
15/05/2025,ตราด,9.6,ภาคตะวันออก
15/05/2025,ตาก,8.6,ภาคตะวันตก
15/05/2025,นครนายก,4.6,ภาคกลาง
15/05/2025,นครปฐม,14.6,ภาคกลาง
15/05/2025,นครพนม,8.4,ภาคตะวันออกเฉียงเหนือ
15/05/2025,นครราชสีมา,8.5,ภาคตะวันออกเฉียงเหนือ
15/05/2025,นครศรีธรรมราช,6.6,ภาคใต้
15/05/2025,นครสวรรค์,9.2,ภาคกลาง
15/05/2025,นนทบุรี,7.5,ภาคกลาง
15/05/2025,นราธิวาส,6.7,ภาคใต้
15/05/2025,น่าน,26.25,ภาคเหนือ
15/05/2025,บุรีรัมย์,4.9,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ปทุมธานี,17.0,ภาคกลาง
15/05/2025,ประจวบคีรีขันธ์,12.2,ภาคตะวันตก
15/05/2025,ปราจีนบุรี,9.2,ภาคตะวันออก
15/05/2025,ปัตตานี,10.2,ภาคใต้
15/05/2025,พระนครศรีอยุธยา,10.55,ภาคกลาง
15/05/2025,พะเยา,12.7,ภาคเหนือ
15/05/2025,พังงา,6.6,ภาคใต้
15/05/2025,พัทลุง,9.7,ภาคใต้
15/05/2025,พิจิตร,7.3,ภาคกลาง
15/05/2025,พิษณุโลก,8.9,ภาคกลาง
15/05/2025,ภูเก็ต,6.6,ภาคใต้
15/05/2025,มหาสารคาม,13.8,ภาคตะวันออกเฉียงเหนือ
15/05/2025,มุกดาหาร,16.1,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ยะลา,6.5,ภาคใต้
15/05/2025,ยโสธร,28.5,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ระนอง,7.2,ภาคใต้
15/05/2025,ระยอง,11.03333333,ภาคตะวันออก
15/05/2025,ราชบุรี,13.4,ภาคตะวันตก
15/05/2025,ร้อยเอ็ด,19.3,ภาคตะวันออกเฉียงเหนือ
15/05/2025,ลพบุรี,9.2,ภาคกลาง
15/05/2025,ลำปาง,10.55,ภาคเหนือ
15/05/2025,ลำพูน,7.2,ภาคเหนือ
15/05/2025,ศรีสะเกษ,7.6,ภาคตะวันออกเฉียงเหนือ
15/05/2025,สกลนคร,7.4,ภาคตะวันออกเฉียงเหนือ
15/05/2025,สงขลา,6.6,ภาคใต้
15/05/2025,สตูล,6.6,ภาคใต้
15/05/2025,สมุทรปราการ,15.94,ภาคกลาง
15/05/2025,สมุทรสงคราม,6.1,ภาคกลาง
15/05/2025,สมุทรสาคร,11.5,ภาคกลาง
15/05/2025,สระบุรี,11.0,ภาคกลาง
15/05/2025,สระแก้ว,7.3,ภาคตะวันออก
15/05/2025,สิงห์บุรี,14.4,ภาคกลาง
15/05/2025,สุพรรณบุรี,7.4,ภาคกลาง
15/05/2025,สุราษฎร์ธานี,6.5,ภาคใต้
15/05/2025,สุโขทัย,5.4,ภาคกลาง
15/05/2025,หนองคาย,13.8,ภาคตะวันออกเฉียงเหนือ
15/05/2025,หนองบัวลำภู,14.5,ภาคตะวันออกเฉียงเหนือ
15/05/2025,อุดรธานี,13.2,ภาคตะวันออกเฉียงเหนือ
15/05/2025,อุตรดิตถ์,13.5,ภาคเหนือ
15/05/2025,อุทัยธานี,15.9,ภาคกลาง
15/05/2025,อุบลราชธานี,9.5,ภาคตะวันออกเฉียงเหนือ
15/05/2025,อ่างทอง,6.2,ภาคกลาง
15/05/2025,เชียงราย,11.96666667,ภาคเหนือ
15/05/2025,เชียงใหม่,9.725,ภาคเหนือ
15/05/2025,เพชรบุรี,7.2,ภาคตะวันตก
15/05/2025,เพชรบูรณ์,8.0,ภาคกลาง
15/05/2025,เลย,8.8,ภาคตะวันออกเฉียงเหนือ
15/05/2025,แพร่,12.6,ภาคเหนือ
15/05/2025,แม่ฮ่องสอน,7.066666667,ภาคเหนือ
16/05/2025,กรุงเทพฯ,17.04,ภาคกลาง
16/05/2025,กาญจนบุรี,24.5,ภาคตะวันตก
16/05/2025,กาฬสินธุ์,26.7,ภาคตะวันออกเฉียงเหนือ
16/05/2025,กำแพงเพชร,7.3,ภาคกลาง
16/05/2025,ขอนแก่น,17.4,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ชุมพร,6.3,ภาคใต้
16/05/2025,บึงกาฬ,7.0,ภาคตะวันออกเฉียงเหนือ
16/05/2025,สงขลา,14.0,ภาคใต้
16/05/2025,สุรินทร์,11.3,ภาคตะวันออกเฉียงเหนือ
16/05/2025,อำนาจเจริญ,12.8,ภาคตะวันออกเฉียงเหนือ
16/05/2025,เชียงใหม่,20.1,ภาคเหนือ
16/05/2025,จันทบุรี,6.5,ภาคตะวันออก
16/05/2025,ฉะเชิงเทรา,10.5,ภาคตะวันออก
16/05/2025,ชลบุรี,15.36666667,ภาคตะวันออก
16/05/2025,ชัยนาท,10.1,ภาคกลาง
16/05/2025,ชัยภูมิ,10.5,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ตรัง,9.1,ภาคใต้
16/05/2025,ตราด,11.8,ภาคตะวันออก
16/05/2025,ตาก,7.3,ภาคตะวันตก
16/05/2025,นครนายก,5.8,ภาคกลาง
16/05/2025,นครปฐม,16.1,ภาคกลาง
16/05/2025,นครพนม,5.8,ภาคตะวันออกเฉียงเหนือ
16/05/2025,นครราชสีมา,13.1,ภาคตะวันออกเฉียงเหนือ
16/05/2025,นครศรีธรรมราช,8.3,ภาคใต้
16/05/2025,นครสวรรค์,7.4,ภาคกลาง
16/05/2025,นนทบุรี,9.55,ภาคกลาง
16/05/2025,นราธิวาส,8.6,ภาคใต้
16/05/2025,น่าน,22.0,ภาคเหนือ
16/05/2025,บุรีรัมย์,9.4,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ปทุมธานี,15.6,ภาคกลาง
16/05/2025,ประจวบคีรีขันธ์,13.7,ภาคตะวันตก
16/05/2025,ปราจีนบุรี,10.1,ภาคตะวันออก
16/05/2025,ปัตตานี,10.6,ภาคใต้
16/05/2025,พระนครศรีอยุธยา,14.65,ภาคกลาง
16/05/2025,พะเยา,12.0,ภาคเหนือ
16/05/2025,พังงา,12.8,ภาคใต้
16/05/2025,พัทลุง,9.9,ภาคใต้
16/05/2025,พิจิตร,7.6,ภาคกลาง
16/05/2025,พิษณุโลก,7.8,ภาคกลาง
16/05/2025,ภูเก็ต,8.3,ภาคใต้
16/05/2025,มหาสารคาม,12.0,ภาคตะวันออกเฉียงเหนือ
16/05/2025,มุกดาหาร,15.1,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ยะลา,8.5,ภาคใต้
16/05/2025,ยโสธร,22.4,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ระนอง,12.7,ภาคใต้
16/05/2025,ระยอง,13.63333333,ภาคตะวันออก
16/05/2025,ราชบุรี,13.3,ภาคตะวันตก
16/05/2025,ร้อยเอ็ด,21.5,ภาคตะวันออกเฉียงเหนือ
16/05/2025,ลพบุรี,11.1,ภาคกลาง
16/05/2025,ลำปาง,8.875,ภาคเหนือ
16/05/2025,ลำพูน,4.75,ภาคเหนือ
16/05/2025,ศรีสะเกษ,6.7,ภาคตะวันออกเฉียงเหนือ
16/05/2025,สกลนคร,8.6,ภาคตะวันออกเฉียงเหนือ
16/05/2025,สงขลา,8.3,ภาคใต้
16/05/2025,สตูล,8.2,ภาคใต้
16/05/2025,สมุทรปราการ,18.06,ภาคกลาง
16/05/2025,สมุทรสงคราม,6.9,ภาคกลาง
16/05/2025,สมุทรสาคร,11.5,ภาคกลาง
16/05/2025,สระบุรี,16.3,ภาคกลาง
16/05/2025,สระแก้ว,8.8,ภาคตะวันออก
16/05/2025,สิงห์บุรี,18.1,ภาคกลาง
16/05/2025,สุพรรณบุรี,10.2,ภาคกลาง
16/05/2025,สุราษฎร์ธานี,8.2,ภาคใต้
16/05/2025,สุโขทัย,4.9,ภาคกลาง
16/05/2025,หนองคาย,11.5,ภาคตะวันออกเฉียงเหนือ
16/05/2025,หนองบัวลำภู,16.5,ภาคตะวันออกเฉียงเหนือ
16/05/2025,อุดรธานี,10.7,ภาคตะวันออกเฉียงเหนือ
16/05/2025,อุตรดิตถ์,10.5,ภาคเหนือ
16/05/2025,อุทัยธานี,11.4,ภาคกลาง
16/05/2025,อุบลราชธานี,8.5,ภาคตะวันออกเฉียงเหนือ
16/05/2025,อ่างทอง,8.8,ภาคกลาง
16/05/2025,เชียงราย,7.3,ภาคเหนือ
16/05/2025,เชียงใหม่,8.075,ภาคเหนือ
16/05/2025,เพชรบุรี,6.9,ภาคตะวันตก
16/05/2025,เพชรบูรณ์,5.8,ภาคกลาง
16/05/2025,เลย,6.7,ภาคตะวันออกเฉียงเหนือ
16/05/2025,แพร่,10.3,ภาคเหนือ
16/05/2025,แม่ฮ่องสอน,4.866666667,ภาคเหนือ
17/05/2025,กรุงเทพฯ,23.8075,ภาคกลาง
17/05/2025,กาญจนบุรี,25.2,ภาคตะวันตก
17/05/2025,กาฬสินธุ์,21.7,ภาคตะวันออกเฉียงเหนือ
17/05/2025,กำแพงเพชร,8.9,ภาคกลาง
17/05/2025,ขอนแก่น,19.6,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ชุมพร,6.1,ภาคใต้
17/05/2025,บึงกาฬ,5.1,ภาคตะวันออกเฉียงเหนือ
17/05/2025,สงขลา,18.7,ภาคใต้
17/05/2025,สุรินทร์,9.3,ภาคตะวันออกเฉียงเหนือ
17/05/2025,อำนาจเจริญ,21.0,ภาคตะวันออกเฉียงเหนือ
17/05/2025,เชียงใหม่,21.7,ภาคเหนือ
17/05/2025,จันทบุรี,9.7,ภาคตะวันออก
17/05/2025,ฉะเชิงเทรา,14.4,ภาคตะวันออก
17/05/2025,ชลบุรี,18.86666667,ภาคตะวันออก
17/05/2025,ชัยนาท,12.7,ภาคกลาง
17/05/2025,ชัยภูมิ,9.9,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ตรัง,9.3,ภาคใต้
17/05/2025,ตราด,11.7,ภาคตะวันออก
17/05/2025,ตาก,8.5,ภาคตะวันตก
17/05/2025,นครนายก,8.2,ภาคกลาง
17/05/2025,นครปฐม,24.8,ภาคกลาง
17/05/2025,นครพนม,13.6,ภาคตะวันออกเฉียงเหนือ
17/05/2025,นครราชสีมา,18.7,ภาคตะวันออกเฉียงเหนือ
17/05/2025,นครศรีธรรมราช,9.7,ภาคใต้
17/05/2025,นครสวรรค์,8.6,ภาคกลาง
17/05/2025,นนทบุรี,14.05,ภาคกลาง
17/05/2025,นราธิวาส,8.7,ภาคใต้
17/05/2025,น่าน,24.9,ภาคเหนือ
17/05/2025,บุรีรัมย์,11.9,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ปทุมธานี,19.7,ภาคกลาง
17/05/2025,ประจวบคีรีขันธ์,14.1,ภาคตะวันตก
17/05/2025,ปราจีนบุรี,10.0,ภาคตะวันออก
17/05/2025,ปัตตานี,10.6,ภาคใต้
17/05/2025,พระนครศรีอยุธยา,14.25,ภาคกลาง
17/05/2025,พะเยา,8.9,ภาคเหนือ
17/05/2025,พังงา,13.9,ภาคใต้
17/05/2025,พัทลุง,10.4,ภาคใต้
17/05/2025,พิจิตร,9.3,ภาคกลาง
17/05/2025,พิษณุโลก,8.9,ภาคกลาง
17/05/2025,ภูเก็ต,9.7,ภาคใต้
17/05/2025,มหาสารคาม,11.4,ภาคตะวันออกเฉียงเหนือ
17/05/2025,มุกดาหาร,22.1,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ยะลา,8.5,ภาคใต้
17/05/2025,ยโสธร,37.9,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ระนอง,10.7,ภาคใต้
17/05/2025,ระยอง,17.58333333,ภาคตะวันออก
17/05/2025,ราชบุรี,19.0,ภาคตะวันตก
17/05/2025,ร้อยเอ็ด,13.9,ภาคตะวันออกเฉียงเหนือ
17/05/2025,ลพบุรี,16.6,ภาคกลาง
17/05/2025,ลำปาง,10.0,ภาคเหนือ
17/05/2025,ลำพูน,5.2,ภาคเหนือ
17/05/2025,ศรีสะเกษ,7.1,ภาคตะวันออกเฉียงเหนือ
17/05/2025,สกลนคร,9.0,ภาคตะวันออกเฉียงเหนือ
17/05/2025,สงขลา,9.7,ภาคใต้
17/05/2025,สตูล,9.7,ภาคใต้
17/05/2025,สมุทรปราการ,24.52,ภาคกลาง
17/05/2025,สมุทรสงคราม,8.8,ภาคกลาง
17/05/2025,สมุทรสาคร,22.5,ภาคกลาง
17/05/2025,สระบุรี,23.85,ภาคกลาง
17/05/2025,สระแก้ว,8.5,ภาคตะวันออก
17/05/2025,สิงห์บุรี,18.4,ภาคกลาง
17/05/2025,สุพรรณบุรี,10.2,ภาคกลาง
17/05/2025,สุราษฎร์ธานี,9.7,ภาคใต้
17/05/2025,สุโขทัย,5.2,ภาคกลาง
17/05/2025,หนองคาย,13.5,ภาคตะวันออกเฉียงเหนือ
17/05/2025,หนองบัวลำภู,11.9,ภาคตะวันออกเฉียงเหนือ
17/05/2025,อุดรธานี,10.5,ภาคตะวันออกเฉียงเหนือ
17/05/2025,อุตรดิตถ์,13.6,ภาคเหนือ
17/05/2025,อุทัยธานี,13.7,ภาคกลาง
17/05/2025,อุบลราชธานี,10.2,ภาคตะวันออกเฉียงเหนือ
17/05/2025,อ่างทอง,14.6,ภาคกลาง
17/05/2025,เชียงราย,8.0,ภาคเหนือ
17/05/2025,เชียงใหม่,8.2,ภาคเหนือ
17/05/2025,เพชรบุรี,9.7,ภาคตะวันตก
17/05/2025,เพชรบูรณ์,6.9,ภาคกลาง
17/05/2025,เลย,7.7,ภาคตะวันออกเฉียงเหนือ
17/05/2025,แพร่,12.5,ภาคเหนือ
17/05/2025,แม่ฮ่องสอน,5.033333333,ภาคเหนือ
18/05/2025,กรุงเทพฯ,19.505,ภาคกลาง
18/05/2025,กาญจนบุรี,24.2,ภาคตะวันตก
18/05/2025,กาฬสินธุ์,20.8,ภาคตะวันออกเฉียงเหนือ
18/05/2025,กำแพงเพชร,8.5,ภาคกลาง
18/05/2025,ขอนแก่น,21.0,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ชุมพร,5.8,ภาคใต้
18/05/2025,บึงกาฬ,12.5,ภาคตะวันออกเฉียงเหนือ
18/05/2025,สงขลา,13.7,ภาคใต้
18/05/2025,สุรินทร์,6.7,ภาคตะวันออกเฉียงเหนือ
18/05/2025,อำนาจเจริญ,23.1,ภาคตะวันออกเฉียงเหนือ
18/05/2025,เชียงใหม่,20.8,ภาคเหนือ
18/05/2025,จันทบุรี,9.8,ภาคตะวันออก
18/05/2025,ฉะเชิงเทรา,14.7,ภาคตะวันออก
18/05/2025,ชลบุรี,18.26666667,ภาคตะวันออก
18/05/2025,ชัยนาท,12.7,ภาคกลาง
18/05/2025,ชัยภูมิ,8.9,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ตรัง,7.4,ภาคใต้
18/05/2025,ตราด,10.8,ภาคตะวันออก
18/05/2025,ตาก,8.8,ภาคตะวันตก
18/05/2025,นครนายก,9.4,ภาคกลาง
18/05/2025,นครปฐม,20.4,ภาคกลาง
18/05/2025,นครพนม,14.0,ภาคตะวันออกเฉียงเหนือ
18/05/2025,นครราชสีมา,18.1,ภาคตะวันออกเฉียงเหนือ
18/05/2025,นครศรีธรรมราช,8.1,ภาคใต้
18/05/2025,นครสวรรค์,8.9,ภาคกลาง
18/05/2025,นนทบุรี,13.55,ภาคกลาง
18/05/2025,นราธิวาส,6.8,ภาคใต้
18/05/2025,น่าน,22.95,ภาคเหนือ
18/05/2025,บุรีรัมย์,7.8,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ปทุมธานี,19.1,ภาคกลาง
18/05/2025,ประจวบคีรีขันธ์,12.6,ภาคตะวันตก
18/05/2025,ปราจีนบุรี,11.7,ภาคตะวันออก
18/05/2025,ปัตตานี,10.0,ภาคใต้
18/05/2025,พระนครศรีอยุธยา,14.85,ภาคกลาง
18/05/2025,พะเยา,10.5,ภาคเหนือ
18/05/2025,พังงา,8.7,ภาคใต้
18/05/2025,พัทลุง,9.9,ภาคใต้
18/05/2025,พิจิตร,8.9,ภาคกลาง
18/05/2025,พิษณุโลก,11.8,ภาคกลาง
18/05/2025,ภูเก็ต,8.1,ภาคใต้
18/05/2025,มหาสารคาม,13.0,ภาคตะวันออกเฉียงเหนือ
18/05/2025,มุกดาหาร,23.2,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ยะลา,6.7,ภาคใต้
18/05/2025,ยโสธร,40.7,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ระนอง,10.4,ภาคใต้
18/05/2025,ระยอง,17.1,ภาคตะวันออก
18/05/2025,ราชบุรี,15.9,ภาคตะวันตก
18/05/2025,ร้อยเอ็ด,24.9,ภาคตะวันออกเฉียงเหนือ
18/05/2025,ลพบุรี,16.7,ภาคกลาง
18/05/2025,ลำปาง,10.025,ภาคเหนือ
18/05/2025,ลำพูน,6.4,ภาคเหนือ
18/05/2025,ศรีสะเกษ,5.4,ภาคตะวันออกเฉียงเหนือ
18/05/2025,สกลนคร,11.2,ภาคตะวันออกเฉียงเหนือ
18/05/2025,สงขลา,8.1,ภาคใต้
18/05/2025,สตูล,8.1,ภาคใต้
18/05/2025,สมุทรปราการ,19.86,ภาคกลาง
18/05/2025,สมุทรสงคราม,11.0,ภาคกลาง
18/05/2025,สมุทรสาคร,17.85,ภาคกลาง
18/05/2025,สระบุรี,19.35,ภาคกลาง
18/05/2025,สระแก้ว,5.6,ภาคตะวันออก
18/05/2025,สิงห์บุรี,23.7,ภาคกลาง
18/05/2025,สุพรรณบุรี,16.8,ภาคกลาง
18/05/2025,สุราษฎร์ธานี,8.0,ภาคใต้
18/05/2025,สุโขทัย,6.6,ภาคกลาง
18/05/2025,หนองคาย,11.2,ภาคตะวันออกเฉียงเหนือ
18/05/2025,หนองบัวลำภู,14.6,ภาคตะวันออกเฉียงเหนือ
18/05/2025,อุดรธานี,9.8,ภาคตะวันออกเฉียงเหนือ
18/05/2025,อุตรดิตถ์,14.1,ภาคเหนือ
18/05/2025,อุทัยธานี,14.6,ภาคกลาง
18/05/2025,อุบลราชธานี,11.3,ภาคตะวันออกเฉียงเหนือ
18/05/2025,อ่างทอง,14.5,ภาคกลาง
18/05/2025,เชียงราย,7.566666667,ภาคเหนือ
18/05/2025,เชียงใหม่,8.4,ภาคเหนือ
18/05/2025,เพชรบุรี,8.7,ภาคตะวันตก
18/05/2025,เพชรบูรณ์,7.1,ภาคกลาง
18/05/2025,เลย,6.7,ภาคตะวันออกเฉียงเหนือ
18/05/2025,แพร่,13.8,ภาคเหนือ
18/05/2025,แม่ฮ่องสอน,6.633333333,ภาคเหนือ
19/05/2025,กรุงเทพฯ,20.585,ภาคกลาง
19/05/2025,กาญจนบุรี,24.5,ภาคตะวันตก
19/05/2025,กาฬสินธุ์,19.7,ภาคตะวันออกเฉียงเหนือ
19/05/2025,กำแพงเพชร,5.3,ภาคกลาง
19/05/2025,ขอนแก่น,19.5,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ชุมพร,6.0,ภาคใต้
19/05/2025,บึงกาฬ,5.9,ภาคตะวันออกเฉียงเหนือ
19/05/2025,สงขลา,10.2,ภาคใต้
19/05/2025,สุรินทร์,11.1,ภาคตะวันออกเฉียงเหนือ
19/05/2025,อำนาจเจริญ,35.1,ภาคตะวันออกเฉียงเหนือ
19/05/2025,เชียงใหม่,22.2,ภาคเหนือ
19/05/2025,จันทบุรี,12.5,ภาคตะวันออก
19/05/2025,ฉะเชิงเทรา,14.8,ภาคตะวันออก
19/05/2025,ชลบุรี,19.43333333,ภาคตะวันออก
19/05/2025,ชัยนาท,12.6,ภาคกลาง
19/05/2025,ชัยภูมิ,10.3,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ตรัง,6.6,ภาคใต้
19/05/2025,ตราด,12.6,ภาคตะวันออก
19/05/2025,ตาก,8.1,ภาคตะวันตก
19/05/2025,นครนายก,11.2,ภาคกลาง
19/05/2025,นครปฐม,17.1,ภาคกลาง
19/05/2025,นครพนม,10.2,ภาคตะวันออกเฉียงเหนือ
19/05/2025,นครราชสีมา,16.1,ภาคตะวันออกเฉียงเหนือ
19/05/2025,นครศรีธรรมราช,6.8,ภาคใต้
19/05/2025,นครสวรรค์,8.3,ภาคกลาง
19/05/2025,นนทบุรี,15.55,ภาคกลาง
19/05/2025,นราธิวาส,6.8,ภาคใต้
19/05/2025,น่าน,20.85,ภาคเหนือ
19/05/2025,บุรีรัมย์,11.5,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ปทุมธานี,22.8,ภาคกลาง
19/05/2025,ประจวบคีรีขันธ์,13.2,ภาคตะวันตก
19/05/2025,ปราจีนบุรี,12.3,ภาคตะวันออก
19/05/2025,ปัตตานี,8.4,ภาคใต้
19/05/2025,พระนครศรีอยุธยา,18.5,ภาคกลาง
19/05/2025,พะเยา,8.8,ภาคเหนือ
19/05/2025,พังงา,6.7,ภาคใต้
19/05/2025,พัทลุง,8.6,ภาคใต้
19/05/2025,พิจิตร,11.7,ภาคกลาง
19/05/2025,พิษณุโลก,15.6,ภาคกลาง
19/05/2025,ภูเก็ต,6.8,ภาคใต้
19/05/2025,มหาสารคาม,11.8,ภาคตะวันออกเฉียงเหนือ
19/05/2025,มุกดาหาร,22.0,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ยะลา,6.65,ภาคใต้
19/05/2025,ยโสธร,34.8,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ระนอง,8.4,ภาคใต้
19/05/2025,ระยอง,20.16666667,ภาคตะวันออก
19/05/2025,ราชบุรี,20.2,ภาคตะวันตก
19/05/2025,ร้อยเอ็ด,24.9,ภาคตะวันออกเฉียงเหนือ
19/05/2025,ลพบุรี,19.6,ภาคกลาง
19/05/2025,ลำปาง,8.85,ภาคเหนือ
19/05/2025,ลำพูน,5.2,ภาคเหนือ
19/05/2025,ศรีสะเกษ,-1.0,ภาคตะวันออกเฉียงเหนือ
19/05/2025,สกลนคร,9.0,ภาคตะวันออกเฉียงเหนือ
19/05/2025,สงขลา,6.9,ภาคใต้
19/05/2025,สตูล,6.8,ภาคใต้
19/05/2025,สมุทรปราการ,18.62,ภาคกลาง
19/05/2025,สมุทรสงคราม,13.0,ภาคกลาง
19/05/2025,สมุทรสาคร,17.75,ภาคกลาง
19/05/2025,สระบุรี,19.7,ภาคกลาง
19/05/2025,สระแก้ว,7.1,ภาคตะวันออก
19/05/2025,สิงห์บุรี,26.0,ภาคกลาง
19/05/2025,สุพรรณบุรี,13.5,ภาคกลาง
19/05/2025,สุราษฎร์ธานี,6.8,ภาคใต้
19/05/2025,สุโขทัย,7.4,ภาคกลาง
19/05/2025,หนองคาย,14.6,ภาคตะวันออกเฉียงเหนือ
19/05/2025,หนองบัวลำภู,17.5,ภาคตะวันออกเฉียงเหนือ
19/05/2025,อุดรธานี,11.2,ภาคตะวันออกเฉียงเหนือ
19/05/2025,อุตรดิตถ์,12.2,ภาคเหนือ
19/05/2025,อุทัยธานี,13.3,ภาคกลาง
19/05/2025,อุบลราชธานี,24.4,ภาคตะวันออกเฉียงเหนือ
19/05/2025,อ่างทอง,18.9,ภาคกลาง
19/05/2025,เชียงราย,7.033333333,ภาคเหนือ
19/05/2025,เชียงใหม่,8.85,ภาคเหนือ
19/05/2025,เพชรบุรี,12.6,ภาคตะวันตก
19/05/2025,เพชรบูรณ์,9.8,ภาคกลาง
19/05/2025,เลย,8.0,ภาคตะวันออกเฉียงเหนือ
19/05/2025,แพร่,10.6,ภาคเหนือ
19/05/2025,แม่ฮ่องสอน,6.6,ภาคเหนือ
20/05/2025,กรุงเทพฯ,15.92375,ภาคกลาง
20/05/2025,กาญจนบุรี,17.3,ภาคตะวันตก
20/05/2025,กาฬสินธุ์,17.6,ภาคตะวันออกเฉียงเหนือ
20/05/2025,กำแพงเพชร,6.3,ภาคกลาง
20/05/2025,ขอนแก่น,19.9,ภาคตะวันออกเฉียงเหนือ
20/05/2025,ชุมพร,7.7,ภาคใต้
20/05/2025,บึงกาฬ,8.3,ภาคตะวันออกเฉียงเหนือ
20/05/2025,สงขลา,13.9,ภาคใต้
20/05/2025,สุรินทร์,9.0,ภาคตะวันออกเฉียงเหนือ
20/05/2025,อำนาจเจริญ,23.6,ภาคตะวันออกเฉียงเหนือ
20/05/2025,เชียงใหม่,21.8,ภาคเหนือ
20/05/2025,จันทบุรี,10.5,ภาคตะวันออก
20/05/2025,ฉะเชิงเทรา,15.0,ภาคตะวันออก
20/05/2025,ชลบุรี,11.46666667,ภาคตะวันออก
20/05/2025,ชัยนาท,12.2,ภาคกลาง
20/05/2025,ชัยภูมิ,10.5,ภาคตะวันออกเฉียงเหนือ
20/05/2025,ตรัง,7.0,ภาคใต้
20/05/2025,ตราด,13.1,ภาคตะวันออก
20/05/2025,ตาก,9.5,ภาคตะวันตก
20/05/2025,นครนายก,9.6,ภาคกลาง
20/05/2025,นครปฐม,16.3,ภาคกลาง
20/05/2025,นครพนม,13.3,ภาคตะวันออกเฉียงเหนือ
20/05/2025,นครราชสีมา,28.2,ภาคตะวันออกเฉียงเหนือ
20/05/2025,นครศรีธรรมราช,7.0,ภาคใต้
20/05/2025,นครสวรรค์,9.4,ภาคกลาง
20/05/2025,นนทบุรี,10.1,ภาคกลาง
20/05/2025,นราธิวาส,6.9,ภาคใต้
20/05/2025,น่าน,21.15,ภาคเหนือ
20/05/2025,บุรีรัมย์,8.6,ภาคตะวันออกเฉียงเหนือ
20/05/2025,ปทุมธานี,22.1,ภาคกลาง
20/05/2025,ประจวบคีรีขันธ์,16.7,ภาคตะวันตก
20/05/2025,ปราจีนบุรี,13.7,ภาคตะวันออก
20/05/2025,ปัตตานี,12.7,ภาคใต้
20/05/2025,พระนครศรีอยุธยา,15.1,ภาคกลาง
20/05/2025,พะเยา,9.4,ภาคเหนือ
20/05/2025,พังงา,6.0,ภาคใต้
20/05/2025,พัทลุง,7.8,ภาคใต้
20/05/2025,พิจิตร,13.1,ภาคกลาง
20/05/2025,พิษณุโลก,14.4,ภาคกลาง
