วันที่,จังหวัด,ค่าเฉลี่ย PM2.5,ภูมิภาค
09/04/2025,กรุงเทพฯ,23.07,ภาคกลาง
09/04/2025,กาญจนบุรี,34.1,ภาคตะวันตก
09/04/2025,กาฬสินธุ์,52.7,ภาคตะวันออกเฉียงเหนือ
09/04/2025,กำแพงเพชร,44.5,ภาคกลาง
09/04/2025,ขอนแก่น,48.2,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ชุมพร,12.0,ภาคใต้
09/04/2025,บึงกาฬ,34.3,ภาคตะวันออกเฉียงเหนือ
09/04/2025,สงขลา,13.5,ภาคใต้
09/04/2025,สุรินทร์,31.3,ภาคตะวันออกเฉียงเหนือ
09/04/2025,อำนาจเจริญ,72.6,ภาคตะวันออกเฉียงเหนือ
09/04/2025,เชียงใหม่,29.85,ภาคเหนือ
09/04/2025,จันทบุรี,18.3,ภาคตะวันออก
09/04/2025,ฉะเชิงเทรา,24.8,ภาคตะวันออก
09/04/2025,ชลบุรี,20.56666667,ภาคตะวันออก
09/04/2025,ชัยนาท,78.9,ภาคกลาง
09/04/2025,ชัยภูมิ,35.9,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ตรัง,11.0,ภาคใต้
09/04/2025,ตราด,16.6,ภาคตะวันออก
09/04/2025,ตาก,26.6,ภาคตะวันตก
09/04/2025,นครนายก,25.2,ภาคกลาง
09/04/2025,นครปฐม,22.2,ภาคกลาง
09/04/2025,นครพนม,57.9,ภาคตะวันออกเฉียงเหนือ
09/04/2025,นครราชสีมา,36.8,ภาคตะวันออกเฉียงเหนือ
09/04/2025,นครศรีธรรมราช,11.8,ภาคใต้
09/04/2025,นครสวรรค์,40.1,ภาคกลาง
09/04/2025,นนทบุรี,18.9,ภาคกลาง
09/04/2025,นราธิวาส,10.0,ภาคใต้
09/04/2025,น่าน,58.6,ภาคเหนือ
09/04/2025,บุรีรัมย์,30.3,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ปทุมธานี,21.7,ภาคกลาง
09/04/2025,ประจวบคีรีขันธ์,24.3,ภาคตะวันตก
09/04/2025,ปราจีนบุรี,33.4,ภาคตะวันออก
09/04/2025,ปัตตานี,11.1,ภาคใต้
09/04/2025,พระนครศรีอยุธยา,41.25,ภาคกลาง
09/04/2025,พะเยา,36.4,ภาคเหนือ
09/04/2025,พังงา,12.2,ภาคใต้
09/04/2025,พัทลุง,13.2,ภาคใต้
09/04/2025,พิจิตร,25.0,ภาคกลาง
09/04/2025,พิษณุโลก,33.3,ภาคกลาง
09/04/2025,ภูเก็ต,12.1,ภาคใต้
09/04/2025,มหาสารคาม,48.6,ภาคตะวันออกเฉียงเหนือ
09/04/2025,มุกดาหาร,62.8,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ยะลา,9.5,ภาคใต้
09/04/2025,ยโสธร,-1.0,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ระนอง,12.2,ภาคใต้
09/04/2025,ระยอง,23.2,ภาคตะวันออก
09/04/2025,ราชบุรี,29.4,ภาคตะวันตก
09/04/2025,ร้อยเอ็ด,60.4,ภาคตะวันออกเฉียงเหนือ
09/04/2025,ลพบุรี,35.1,ภาคกลาง
09/04/2025,ลำปาง,26.775,ภาคเหนือ
09/04/2025,ลำพูน,24.6,ภาคเหนือ
09/04/2025,ศรีสะเกษ,36.3,ภาคตะวันออกเฉียงเหนือ
09/04/2025,สกลนคร,42.9,ภาคตะวันออกเฉียงเหนือ
09/04/2025,สงขลา,12.1,ภาคใต้
09/04/2025,สตูล,12.3,ภาคใต้
09/04/2025,สมุทรปราการ,22.16,ภาคกลาง
09/04/2025,สมุทรสงคราม,22.1,ภาคกลาง
09/04/2025,สมุทรสาคร,21.5,ภาคกลาง
09/04/2025,สระบุรี,32.25,ภาคกลาง
09/04/2025,สระแก้ว,18.1,ภาคตะวันออก
09/04/2025,สิงห์บุรี,38.1,ภาคกลาง
09/04/2025,สุพรรณบุรี,31.6,ภาคกลาง
09/04/2025,สุราษฎร์ธานี,12.2,ภาคใต้
09/04/2025,สุโขทัย,33.0,ภาคกลาง
09/04/2025,หนองคาย,53.0,ภาคตะวันออกเฉียงเหนือ
09/04/2025,หนองบัวลำภู,25.6,ภาคตะวันออกเฉียงเหนือ
09/04/2025,อุดรธานี,27.9,ภาคตะวันออกเฉียงเหนือ
09/04/2025,อุตรดิตถ์,29.5,ภาคเหนือ
09/04/2025,อุทัยธานี,54.7,ภาคกลาง
09/04/2025,อุบลราชธานี,78.9,ภาคตะวันออกเฉียงเหนือ
09/04/2025,อ่างทอง,36.4,ภาคกลาง
09/04/2025,เชียงราย,82.83333333,ภาคเหนือ
09/04/2025,เชียงใหม่,35.175,ภาคเหนือ
09/04/2025,เพชรบุรี,23.3,ภาคตะวันตก
09/04/2025,เพชรบูรณ์,28.6,ภาคกลาง
09/04/2025,เลย,25.2,ภาคตะวันออกเฉียงเหนือ
09/04/2025,แพร่,43.6,ภาคเหนือ
09/04/2025,แม่ฮ่องสอน,61.03333333,ภาคเหนือ
10/04/2025,กรุงเทพฯ,22.91375,ภาคกลาง
10/04/2025,กาญจนบุรี,30.5,ภาคตะวันตก
10/04/2025,กาฬสินธุ์,40.2,ภาคตะวันออกเฉียงเหนือ
10/04/2025,กำแพงเพชร,32.5,ภาคกลาง
10/04/2025,ขอนแก่น,37.0,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ชุมพร,13.2,ภาคใต้
10/04/2025,บึงกาฬ,30.4,ภาคตะวันออกเฉียงเหนือ
10/04/2025,สงขลา,13.7,ภาคใต้
10/04/2025,สุรินทร์,24.5,ภาคตะวันออกเฉียงเหนือ
10/04/2025,อำนาจเจริญ,48.9,ภาคตะวันออกเฉียงเหนือ
10/04/2025,เชียงใหม่,43.9,ภาคเหนือ
10/04/2025,จันทบุรี,17.3,ภาคตะวันออก
10/04/2025,ฉะเชิงเทรา,25.9,ภาคตะวันออก
10/04/2025,ชลบุรี,19.8,ภาคตะวันออก
10/04/2025,ชัยนาท,31.3,ภาคกลาง
10/04/2025,ชัยภูมิ,28.9,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ตรัง,10.1,ภาคใต้
10/04/2025,ตราด,14.3,ภาคตะวันออก
10/04/2025,ตาก,32.7,ภาคตะวันตก
10/04/2025,นครนายก,18.7,ภาคกลาง
10/04/2025,นครปฐม,22.2,ภาคกลาง
10/04/2025,นครพนม,50.1,ภาคตะวันออกเฉียงเหนือ
10/04/2025,นครราชสีมา,31.5,ภาคตะวันออกเฉียงเหนือ
10/04/2025,นครศรีธรรมราช,10.8,ภาคใต้
10/04/2025,นครสวรรค์,37.4,ภาคกลาง
10/04/2025,นนทบุรี,19.4,ภาคกลาง
10/04/2025,นราธิวาส,8.4,ภาคใต้
10/04/2025,น่าน,62.7,ภาคเหนือ
10/04/2025,บุรีรัมย์,22.5,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ปทุมธานี,22.3,ภาคกลาง
10/04/2025,ประจวบคีรีขันธ์,22.2,ภาคตะวันตก
10/04/2025,ปราจีนบุรี,29.8,ภาคตะวันออก
10/04/2025,ปัตตานี,8.2,ภาคใต้
10/04/2025,พระนครศรีอยุธยา,37.2,ภาคกลาง
10/04/2025,พะเยา,49.7,ภาคเหนือ
10/04/2025,พังงา,10.4,ภาคใต้
10/04/2025,พัทลุง,11.8,ภาคใต้
10/04/2025,พิจิตร,28.2,ภาคกลาง
10/04/2025,พิษณุโลก,33.7,ภาคกลาง
10/04/2025,ภูเก็ต,11.5,ภาคใต้
10/04/2025,มหาสารคาม,31.4,ภาคตะวันออกเฉียงเหนือ
10/04/2025,มุกดาหาร,50.4,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ยะลา,7.85,ภาคใต้
10/04/2025,ยโสธร,-1.0,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ระนอง,12.5,ภาคใต้
10/04/2025,ระยอง,23.13333333,ภาคตะวันออก
10/04/2025,ราชบุรี,30.0,ภาคตะวันตก
10/04/2025,ร้อยเอ็ด,38.9,ภาคตะวันออกเฉียงเหนือ
10/04/2025,ลพบุรี,27.8,ภาคกลาง
10/04/2025,ลำปาง,32.1,ภาคเหนือ
10/04/2025,ลำพูน,28.2,ภาคเหนือ
10/04/2025,ศรีสะเกษ,23.6,ภาคตะวันออกเฉียงเหนือ
10/04/2025,สกลนคร,35.3,ภาคตะวันออกเฉียงเหนือ
10/04/2025,สงขลา,11.4,ภาคใต้
10/04/2025,สตูล,11.6,ภาคใต้
10/04/2025,สมุทรปราการ,21.7,ภาคกลาง
10/04/2025,สมุทรสงคราม,22.4,ภาคกลาง
10/04/2025,สมุทรสาคร,22.5,ภาคกลาง
10/04/2025,สระบุรี,29.1,ภาคกลาง
10/04/2025,สระแก้ว,14.6,ภาคตะวันออก
10/04/2025,สิงห์บุรี,32.6,ภาคกลาง
10/04/2025,สุพรรณบุรี,25.4,ภาคกลาง
10/04/2025,สุราษฎร์ธานี,11.5,ภาคใต้
10/04/2025,สุโขทัย,29.3,ภาคกลาง
10/04/2025,หนองคาย,43.4,ภาคตะวันออกเฉียงเหนือ
10/04/2025,หนองบัวลำภู,20.4,ภาคตะวันออกเฉียงเหนือ
10/04/2025,อุดรธานี,24.2,ภาคตะวันออกเฉียงเหนือ
10/04/2025,อุตรดิตถ์,31.9,ภาคเหนือ
10/04/2025,อุทัยธานี,32.7,ภาคกลาง
10/04/2025,อุบลราชธานี,64.0,ภาคตะวันออกเฉียงเหนือ
10/04/2025,อ่างทอง,37.2,ภาคกลาง
10/04/2025,เชียงราย,94.5,ภาคเหนือ
10/04/2025,เชียงใหม่,40.95,ภาคเหนือ
10/04/2025,เพชรบุรี,23.0,ภาคตะวันตก
10/04/2025,เพชรบูรณ์,26.0,ภาคกลาง
10/04/2025,เลย,25.2,ภาคตะวันออกเฉียงเหนือ
10/04/2025,แพร่,40.6,ภาคเหนือ
10/04/2025,แม่ฮ่องสอน,79.03333333,ภาคเหนือ
11/04/2025,กรุงเทพฯ,25.645,ภาคกลาง
11/04/2025,กาญจนบุรี,25.1,ภาคตะวันตก
11/04/2025,กาฬสินธุ์,34.5,ภาคตะวันออกเฉียงเหนือ
11/04/2025,กำแพงเพชร,24.1,ภาคกลาง
11/04/2025,ขอนแก่น,36.6,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ชุมพร,13.3,ภาคใต้
11/04/2025,บึงกาฬ,20.9,ภาคตะวันออกเฉียงเหนือ
11/04/2025,สงขลา,12.4,ภาคใต้
11/04/2025,สุรินทร์,18.4,ภาคตะวันออกเฉียงเหนือ
11/04/2025,อำนาจเจริญ,45.3,ภาคตะวันออกเฉียงเหนือ
11/04/2025,เชียงใหม่,48.05,ภาคเหนือ
11/04/2025,จันทบุรี,11.4,ภาคตะวันออก
11/04/2025,ฉะเชิงเทรา,17.1,ภาคตะวันออก
11/04/2025,ชลบุรี,18.03333333,ภาคตะวันออก
11/04/2025,ชัยนาท,25.0,ภาคกลาง
11/04/2025,ชัยภูมิ,19.8,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ตรัง,8.9,ภาคใต้
11/04/2025,ตราด,23.7,ภาคตะวันออก
11/04/2025,ตาก,30.6,ภาคตะวันตก
11/04/2025,นครนายก,15.9,ภาคกลาง
11/04/2025,นครปฐม,26.0,ภาคกลาง
11/04/2025,นครพนม,39.7,ภาคตะวันออกเฉียงเหนือ
11/04/2025,นครราชสีมา,26.4,ภาคตะวันออกเฉียงเหนือ
11/04/2025,นครศรีธรรมราช,9.5,ภาคใต้
11/04/2025,นครสวรรค์,25.7,ภาคกลาง
11/04/2025,นนทบุรี,20.65,ภาคกลาง
11/04/2025,นราธิวาส,8.3,ภาคใต้
11/04/2025,น่าน,55.25,ภาคเหนือ
11/04/2025,บุรีรัมย์,16.9,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ปทุมธานี,23.1,ภาคกลาง
11/04/2025,ประจวบคีรีขันธ์,25.4,ภาคตะวันตก
11/04/2025,ปราจีนบุรี,18.8,ภาคตะวันออก
11/04/2025,ปัตตานี,7.0,ภาคใต้
11/04/2025,พระนครศรีอยุธยา,26.15,ภาคกลาง
11/04/2025,พะเยา,40.3,ภาคเหนือ
11/04/2025,พังงา,9.3,ภาคใต้
11/04/2025,พัทลุง,7.5,ภาคใต้
11/04/2025,พิจิตร,31.6,ภาคกลาง
11/04/2025,พิษณุโลก,42.6,ภาคกลาง
11/04/2025,ภูเก็ต,10.2,ภาคใต้
11/04/2025,มหาสารคาม,23.3,ภาคตะวันออกเฉียงเหนือ
11/04/2025,มุกดาหาร,39.5,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ยะลา,7.9,ภาคใต้
11/04/2025,ยโสธร,39.9,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ระนอง,12.0,ภาคใต้
11/04/2025,ระยอง,18.63333333,ภาคตะวันออก
11/04/2025,ราชบุรี,30.6,ภาคตะวันตก
11/04/2025,ร้อยเอ็ด,29.1,ภาคตะวันออกเฉียงเหนือ
11/04/2025,ลพบุรี,32.3,ภาคกลาง
11/04/2025,ลำปาง,37.4,ภาคเหนือ
11/04/2025,ลำพูน,41.2,ภาคเหนือ
11/04/2025,ศรีสะเกษ,13.1,ภาคตะวันออกเฉียงเหนือ
11/04/2025,สกลนคร,23.4,ภาคตะวันออกเฉียงเหนือ
11/04/2025,สงขลา,10.2,ภาคใต้
11/04/2025,สตูล,10.3,ภาคใต้
11/04/2025,สมุทรปราการ,23.66,ภาคกลาง
11/04/2025,สมุทรสงคราม,29.1,ภาคกลาง
11/04/2025,สมุทรสาคร,28.76666667,ภาคกลาง
11/04/2025,สระบุรี,21.95,ภาคกลาง
11/04/2025,สระแก้ว,11.1,ภาคตะวันออก
11/04/2025,สิงห์บุรี,44.7,ภาคกลาง
11/04/2025,สุพรรณบุรี,24.9,ภาคกลาง
11/04/2025,สุราษฎร์ธานี,10.2,ภาคใต้
11/04/2025,สุโขทัย,40.5,ภาคกลาง
11/04/2025,หนองคาย,37.7,ภาคตะวันออกเฉียงเหนือ
11/04/2025,หนองบัวลำภู,20.0,ภาคตะวันออกเฉียงเหนือ
11/04/2025,อุดรธานี,19.4,ภาคตะวันออกเฉียงเหนือ
11/04/2025,อุตรดิตถ์,35.6,ภาคเหนือ
11/04/2025,อุทัยธานี,26.2,ภาคกลาง
11/04/2025,อุบลราชธานี,69.4,ภาคตะวันออกเฉียงเหนือ
11/04/2025,อ่างทอง,25.5,ภาคกลาง
11/04/2025,เชียงราย,84.4,ภาคเหนือ
11/04/2025,เชียงใหม่,58.475,ภาคเหนือ
11/04/2025,เพชรบุรี,27.0,ภาคตะวันตก
11/04/2025,เพชรบูรณ์,16.0,ภาคกลาง
11/04/2025,เลย,25.9,ภาคตะวันออกเฉียงเหนือ
11/04/2025,แพร่,33.9,ภาคเหนือ
11/04/2025,แม่ฮ่องสอน,111.2,ภาคเหนือ
12/04/2025,กรุงเทพฯ,26.775,ภาคกลาง
12/04/2025,กาญจนบุรี,19.0,ภาคตะวันตก
12/04/2025,กาฬสินธุ์,36.9,ภาคตะวันออกเฉียงเหนือ
12/04/2025,กำแพงเพชร,18.3,ภาคกลาง
12/04/2025,ขอนแก่น,38.9,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ชุมพร,6.9,ภาคใต้
12/04/2025,บึงกาฬ,28.6,ภาคตะวันออกเฉียงเหนือ
12/04/2025,สงขลา,10.6,ภาคใต้
12/04/2025,สุรินทร์,18.4,ภาคตะวันออกเฉียงเหนือ
12/04/2025,อำนาจเจริญ,52.0,ภาคตะวันออกเฉียงเหนือ
12/04/2025,เชียงใหม่,41.15,ภาคเหนือ
12/04/2025,จันทบุรี,17.2,ภาคตะวันออก
12/04/2025,ฉะเชิงเทรา,20.0,ภาคตะวันออก
12/04/2025,ชลบุรี,23.63333333,ภาคตะวันออก
12/04/2025,ชัยนาท,25.6,ภาคกลาง
12/04/2025,ชัยภูมิ,27.6,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ตรัง,9.5,ภาคใต้
12/04/2025,ตราด,22.2,ภาคตะวันออก
12/04/2025,ตาก,18.4,ภาคตะวันตก
12/04/2025,นครนายก,18.5,ภาคกลาง
12/04/2025,นครปฐม,22.8,ภาคกลาง
12/04/2025,นครพนม,26.2,ภาคตะวันออกเฉียงเหนือ
12/04/2025,นครราชสีมา,33.1,ภาคตะวันออกเฉียงเหนือ
12/04/2025,นครศรีธรรมราช,7.4,ภาคใต้
12/04/2025,นครสวรรค์,26.3,ภาคกลาง
12/04/2025,นนทบุรี,22.45,ภาคกลาง
12/04/2025,นราธิวาส,7.2,ภาคใต้
12/04/2025,น่าน,55.3,ภาคเหนือ
12/04/2025,บุรีรัมย์,19.5,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ปทุมธานี,26.4,ภาคกลาง
12/04/2025,ประจวบคีรีขันธ์,21.6,ภาคตะวันตก
12/04/2025,ปราจีนบุรี,27.9,ภาคตะวันออก
12/04/2025,ปัตตานี,6.8,ภาคใต้
12/04/2025,พระนครศรีอยุธยา,30.5,ภาคกลาง
12/04/2025,พะเยา,38.6,ภาคเหนือ
12/04/2025,พังงา,4.4,ภาคใต้
12/04/2025,พัทลุง,7.5,ภาคใต้
12/04/2025,พิจิตร,27.7,ภาคกลาง
12/04/2025,พิษณุโลก,28.4,ภาคกลาง
12/04/2025,ภูเก็ต,7.8,ภาคใต้
12/04/2025,มหาสารคาม,26.3,ภาคตะวันออกเฉียงเหนือ
12/04/2025,มุกดาหาร,36.6,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ยะลา,6.95,ภาคใต้
12/04/2025,ยโสธร,41.2,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ระนอง,5.1,ภาคใต้
12/04/2025,ระยอง,25.86666667,ภาคตะวันออก
12/04/2025,ราชบุรี,20.9,ภาคตะวันตก
12/04/2025,ร้อยเอ็ด,26.4,ภาคตะวันออกเฉียงเหนือ
12/04/2025,ลพบุรี,34.7,ภาคกลาง
12/04/2025,ลำปาง,27.575,ภาคเหนือ
12/04/2025,ลำพูน,25.15,ภาคเหนือ
12/04/2025,ศรีสะเกษ,13.6,ภาคตะวันออกเฉียงเหนือ
12/04/2025,สกลนคร,27.9,ภาคตะวันออกเฉียงเหนือ
12/04/2025,สงขลา,7.7,ภาคใต้
12/04/2025,สตูล,7.9,ภาคใต้
12/04/2025,สมุทรปราการ,24.98,ภาคกลาง
12/04/2025,สมุทรสงคราม,21.8,ภาคกลาง
12/04/2025,สมุทรสาคร,27.9,ภาคกลาง
12/04/2025,สระบุรี,20.5,ภาคกลาง
12/04/2025,สระแก้ว,14.7,ภาคตะวันออก
12/04/2025,สิงห์บุรี,26.9,ภาคกลาง
12/04/2025,สุพรรณบุรี,17.8,ภาคกลาง
12/04/2025,สุราษฎร์ธานี,7.9,ภาคใต้
12/04/2025,สุโขทัย,22.2,ภาคกลาง
12/04/2025,หนองคาย,43.9,ภาคตะวันออกเฉียงเหนือ
12/04/2025,หนองบัวลำภู,23.9,ภาคตะวันออกเฉียงเหนือ
12/04/2025,อุดรธานี,26.0,ภาคตะวันออกเฉียงเหนือ
12/04/2025,อุตรดิตถ์,29.0,ภาคเหนือ
12/04/2025,อุทัยธานี,27.0,ภาคกลาง
12/04/2025,อุบลราชธานี,43.7,ภาคตะวันออกเฉียงเหนือ
12/04/2025,อ่างทอง,20.4,ภาคกลาง
12/04/2025,เชียงราย,75.86666667,ภาคเหนือ
12/04/2025,เชียงใหม่,39.075,ภาคเหนือ
12/04/2025,เพชรบุรี,16.6,ภาคตะวันตก
12/04/2025,เพชรบูรณ์,22.5,ภาคกลาง
12/04/2025,เลย,25.1,ภาคตะวันออกเฉียงเหนือ
12/04/2025,แพร่,27.5,ภาคเหนือ
12/04/2025,แม่ฮ่องสอน,64.83333333,ภาคเหนือ
13/04/2025,กรุงเทพฯ,10.49125,ภาคกลาง
13/04/2025,กาญจนบุรี,14.8,ภาคตะวันตก
13/04/2025,กาฬสินธุ์,33.4,ภาคตะวันออกเฉียงเหนือ
13/04/2025,กำแพงเพชร,11.2,ภาคกลาง
13/04/2025,ขอนแก่น,28.8,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ชุมพร,4.8,ภาคใต้
13/04/2025,บึงกาฬ,21.1,ภาคตะวันออกเฉียงเหนือ
13/04/2025,สงขลา,8.1,ภาคใต้
13/04/2025,สุรินทร์,15.4,ภาคตะวันออกเฉียงเหนือ
13/04/2025,อำนาจเจริญ,28.2,ภาคตะวันออกเฉียงเหนือ
13/04/2025,เชียงใหม่,14.8,ภาคเหนือ
13/04/2025,จันทบุรี,11.3,ภาคตะวันออก
13/04/2025,ฉะเชิงเทรา,15.2,ภาคตะวันออก
13/04/2025,ชลบุรี,12.0,ภาคตะวันออก
13/04/2025,ชัยนาท,10.6,ภาคกลาง
13/04/2025,ชัยภูมิ,22.5,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ตรัง,6.8,ภาคใต้
13/04/2025,ตราด,12.7,ภาคตะวันออก
13/04/2025,ตาก,12.5,ภาคตะวันตก
13/04/2025,นครนายก,12.4,ภาคกลาง
13/04/2025,นครปฐม,7.4,ภาคกลาง
13/04/2025,นครพนม,22.5,ภาคตะวันออกเฉียงเหนือ
13/04/2025,นครราชสีมา,25.3,ภาคตะวันออกเฉียงเหนือ
13/04/2025,นครศรีธรรมราช,6.2,ภาคใต้
13/04/2025,นครสวรรค์,14.2,ภาคกลาง
13/04/2025,นนทบุรี,5.05,ภาคกลาง
13/04/2025,นราธิวาส,7.2,ภาคใต้
13/04/2025,น่าน,32.55,ภาคเหนือ
13/04/2025,บุรีรัมย์,20.8,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ปทุมธานี,12.0,ภาคกลาง
13/04/2025,ประจวบคีรีขันธ์,17.8,ภาคตะวันตก
13/04/2025,ปราจีนบุรี,22.9,ภาคตะวันออก
13/04/2025,ปัตตานี,7.9,ภาคใต้
13/04/2025,พระนครศรีอยุธยา,23.25,ภาคกลาง
13/04/2025,พะเยา,15.5,ภาคเหนือ
13/04/2025,พังงา,4.0,ภาคใต้
13/04/2025,พัทลุง,5.7,ภาคใต้
13/04/2025,พิจิตร,16.9,ภาคกลาง
13/04/2025,พิษณุโลก,15.6,ภาคกลาง
13/04/2025,ภูเก็ต,6.0,ภาคใต้
13/04/2025,มหาสารคาม,27.9,ภาคตะวันออกเฉียงเหนือ
13/04/2025,มุกดาหาร,26.8,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ยะลา,6.85,ภาคใต้
13/04/2025,ยโสธร,35.0,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ระนอง,7.1,ภาคใต้
13/04/2025,ระยอง,14.61666667,ภาคตะวันออก
13/04/2025,ราชบุรี,12.4,ภาคตะวันตก
13/04/2025,ร้อยเอ็ด,23.2,ภาคตะวันออกเฉียงเหนือ
13/04/2025,ลพบุรี,33.4,ภาคกลาง
13/04/2025,ลำปาง,13.025,ภาคเหนือ
13/04/2025,ลำพูน,11.15,ภาคเหนือ
13/04/2025,ศรีสะเกษ,13.5,ภาคตะวันออกเฉียงเหนือ
13/04/2025,สกลนคร,18.4,ภาคตะวันออกเฉียงเหนือ
13/04/2025,สงขลา,6.0,ภาคใต้
13/04/2025,สตูล,6.1,ภาคใต้
13/04/2025,สมุทรปราการ,10.68,ภาคกลาง
13/04/2025,สมุทรสงคราม,6.1,ภาคกลาง
13/04/2025,สมุทรสาคร,13.63333333,ภาคกลาง
13/04/2025,สระบุรี,22.35,ภาคกลาง
13/04/2025,สระแก้ว,11.8,ภาคตะวันออก
13/04/2025,สิงห์บุรี,26.5,ภาคกลาง
13/04/2025,สุพรรณบุรี,17.2,ภาคกลาง
13/04/2025,สุราษฎร์ธานี,6.0,ภาคใต้
13/04/2025,สุโขทัย,11.1,ภาคกลาง
13/04/2025,หนองคาย,31.7,ภาคตะวันออกเฉียงเหนือ
13/04/2025,หนองบัวลำภู,16.1,ภาคตะวันออกเฉียงเหนือ
13/04/2025,อุดรธานี,19.8,ภาคตะวันออกเฉียงเหนือ
13/04/2025,อุตรดิตถ์,18.6,ภาคเหนือ
13/04/2025,อุทัยธานี,12.0,ภาคกลาง
13/04/2025,อุบลราชธานี,34.8,ภาคตะวันออกเฉียงเหนือ
13/04/2025,อ่างทอง,35.1,ภาคกลาง
13/04/2025,เชียงราย,55.86666667,ภาคเหนือ
13/04/2025,เชียงใหม่,27.125,ภาคเหนือ
13/04/2025,เพชรบุรี,6.3,ภาคตะวันตก
13/04/2025,เพชรบูรณ์,15.0,ภาคกลาง
13/04/2025,เลย,15.0,ภาคตะวันออกเฉียงเหนือ
13/04/2025,แพร่,15.1,ภาคเหนือ
13/04/2025,แม่ฮ่องสอน,19.6,ภาคเหนือ
14/04/2025,กรุงเทพฯ,13.56125,ภาคกลาง
14/04/2025,กาญจนบุรี,19.1,ภาคตะวันตก
14/04/2025,กาฬสินธุ์,31.9,ภาคตะวันออกเฉียงเหนือ
14/04/2025,กำแพงเพชร,12.7,ภาคกลาง
14/04/2025,ขอนแก่น,30.3,ภาคตะวันออกเฉียงเหนือ
14/04/2025,ชุมพร,7.4,ภาคใต้
14/04/2025,บึงกาฬ,12.3,ภาคตะวันออกเฉียงเหนือ
14/04/2025,สงขลา,10.7,ภาคใต้
14/04/2025,สุรินทร์,25.7,ภาคตะวันออกเฉียงเหนือ
14/04/2025,อำนาจเจริญ,31.6,ภาคตะวันออกเฉียงเหนือ
14/04/2025,เชียงใหม่,10.0,ภาคเหนือ
14/04/2025,จันทบุรี,11.3,ภาคตะวันออก
14/04/2025,ฉะเชิงเทรา,9.9,ภาคตะวันออก
14/04/2025,ชลบุรี,12.9,ภาคตะวันออก
14/04/2025,ชัยนาท,18.2,ภาคกลาง
14/04/2025,ชัยภูมิ,23.7,ภาคตะวันออกเฉียงเหนือ
14/04/2025,ตรัง,7.4,ภาคใต้
14/04/2025,ตราด,11.7,ภาคตะวันออก
14/04/2025,ตาก,12.8,ภาคตะวันตก
14/04/2025,นครนายก,11.5,ภาคกลาง
14/04/2025,นครปฐม,7.9,ภาคกลาง
14/04/2025,นครพนม,22.9,ภาคตะวันออกเฉียงเหนือ
14/04/2025,นครราชสีมา,25.3,ภาคตะวันออกเฉียงเหนือ
14/04/2025,นครศรีธรรมราช,6.0,ภาคใต้
14/04/2025,นครสวรรค์,14.8,ภาคกลาง
14/04/2025,นนทบุรี,10.4,ภาคกลาง
14/04/2025,นราธิวาส,6.2,ภาคใต้
14/04/2025,น่าน,31.3,ภาคเหนือ
14/04/2025,บุรีรัมย์,27.3,ภาคตะวันออกเฉียงเหนือ
14/04/2025,ปทุมธานี,12.6,ภาคกลาง
14/04/2025,ประจวบคีรีขันธ์,17.9,ภาคตะวันตก
14/04/2025,ปราจีนบุรี,15.2,ภาคตะวันออก
14/04/2025,ปัตตานี,6.6,ภาคใต้
14/04/2025,พระนครศรีอยุธยา,17.9,ภาคกลาง
14/04/2025,พะเยา,13.9,ภาคเหนือ
14/04/2025,พังงา,5.2,ภาคใต้
14/04/2025,พัทลุง,7.9,ภาคใต้
14/04/2025,พิจิตร,24.2,ภาคกลาง
14/04/2025,พิษณุโลก,19.6,ภาคกลาง
14/04/2025,ภูเก็ต,6.1,ภาคใต้
14/04/2025,มหาสารคาม,23.8,ภาคตะวันออกเฉียงเหนือ
14/04/2025,มุกดาหาร,34.9,ภาคตะวันออกเฉียงเหนือ
14/04/2025,ยะลา,5.8,ภาคใต้
14/04/2025,ยโสธร,37.2,ภาคตะวันออกเฉียงเหนือ
14/04/2025,ระนอง,5.7,ภาคใต้
14/04/2025,ระยอง,15.21666667,ภาคตะวันออก
